geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
afg,Afghanistan,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0208,1.0232,1.0255,1.0278,1.0301,1.0325,1.0348,1.0371,1.0395,1.0419,1.0442,1.0466,1.049,1.0513,1.0537,1.0561,1.0585,1.0609,1.0633,1.0657,1.0681,1.0705,1.073,1.0754,1.0778,1.0803,1.0827,1.0852,1.0876,1.0901,1.0926,1.095,1.0975,1.1,1.1025,1.105,1.1075,1.11,1.1125,1.1151,1.1176,1.1201,1.1226,1.1252,1.1277,1.1303,1.1329,1.1354,1.138,1.1406,1.1432,1.1457,1.1483,1.1509,1.1536,1.1562,1.1588,1.1614,1.164,1.1667,1.1667,1.1814,1.1964,1.2115,1.2268,1.2423,1.258,1.2739,1.29,1.3063,1.3228,1.3395,1.3564,1.3735,1.3909,1.4085,1.4263,1.4443,1.4625,1.481,1.4997,1.5187,1.5379,1.5573,1.577,1.5969,1.6171,1.6375,1.6582,1.6792,1.7004,1.7219,1.7436,1.7657,1.788,1.8106,1.8334,1.8566,1.8801,1.9038,1.9279,1.9522,1.9769,2.0019,2.0272,2.0528,2.0787,2.105,2.1316,2.1585,2.1858,2.2134,2.2414,2.2697,2.2984,2.3274,2.3568,2.3866,2.4168,2.4473,2.5096,2.5735,2.639,2.7062,2.7751,2.8458,2.9182,2.9925,3.0687,3.1468,3.266,3.3611,3.5497,3.6091,3.6578,3.7992,3.7721,3.957,4.0349,4.1454,4.1441,4.1742,4.214,4.2444,4.2948,4.2885,4.3599,4.4601,4.4745,4.5099,4.4414,3.6614,3.7225,3.874,4.0552,4.2251,3.9573,4.1956,4.0621,4.0975,4.6584,5.2369,5.6248,5.6537,5.584,5.8282,5.318,4.8961,4.4988,4.3916,4.0686,3.947,2.7373,2.0526,3.0742,2.9508,2.8438,2.7487,2.6507,2.5963,2.3883,3.0461,3.1508,3.1181,3.3766,3.45,3.8815,3.9639,4.6545,5.1846,5.018,5.4334,5.5449,5.4928,5.4014,5.3852,5.3746,5.2825,5.3278,5.041,3.9025,3.6068,3.6107,3.7066,3.8086,3.9133,4.0209,4.1415,4.2658,4.3937,4.4778,4.5642,4.6528,4.7438,4.8373,4.9333,5.0318,5.133,5.2369,5.3437,5.4533,5.5659,5.6816,5.8004,5.9225,6.0479,6.1767,6.309,6.4449,6.5846,6.7281,6.8755,7.027,7.1826,7.3425,7.5068,7.6756,7.8489,8.0271,8.2101,8.3981,8.5913,8.7897,8.9936,9.203,9.4181,9.639,9.8659,10.099,10.3383,10.5841,10.8364,11.0956,11.3616,11.6347,11.9151,12.2028,12.4982,12.8013,13.1122,13.4313,13.7586,14.0944,14.4388,14.7919,15.1539,15.5251,15.9056,16.2956,16.6951,17.1045,17.5239,17.9534,18.3932,18.8435,19.3044,19.7761,20.2587,20.7524,21.2574
ago,Angola,0.6814,0.6836,0.6869,0.6903,0.6925,0.6958,0.6991,0.7024,0.7057,0.7079,0.7112,0.7145,0.7178,0.7211,0.7244,0.7277,0.7299,0.7333,0.7366,0.7399,0.7432,0.7465,0.7498,0.7531,0.7564,0.7597,0.763,0.7663,0.7696,0.773,0.7763,0.7807,0.784,0.7873,0.7906,0.7939,0.7972,0.8005,0.8049,0.8082,0.8115,0.8149,0.8193,0.8226,0.8259,0.8292,0.8336,0.8369,0.8402,0.8446,0.8479,0.8523,0.8557,0.859,0.8634,0.8667,0.8711,0.8744,0.8788,0.8821,0.8865,0.8898,0.8942,0.8976,0.902,0.9064,0.9097,0.9141,0.9174,0.9218,0.9262,0.9306,0.9339,0.9383,0.9428,0.9461,0.9505,0.9549,0.9593,0.9637,0.9681,0.9714,0.9758,0.9802,0.9847,0.9891,0.9935,0.9979,1.0023,1.0067,1.0111,1.0155,1.0199,1.0244,1.0288,1.0332,1.0376,1.0431,1.0475,1.0519,1.0563,1.0607,1.0663,1.0707,1.0751,1.0795,1.085,1.0894,1.0938,1.0993,1.1037,1.1093,1.1137,1.1181,1.1523,1.1864,1.2217,1.2581,1.2945,1.3331,1.3728,1.4169,1.4621,1.5084,1.5569,1.6065,1.6573,1.7102,1.7642,1.8205,1.8789,1.9384,1.9991,2.063,2.1281,2.1965,2.2659,2.3376,2.4115,2.4887,2.567,2.6769,2.7911,2.9109,3.0352,3.1642,3.2991,3.4401,3.5873,3.7398,3.8999,4.031,4.1691,4.3097,4.1738,4.4882,4.385,4.7801,5.0085,4.9981,5.1653,5.8166,5.6225,5.8749,6.4964,6.9396,7.295,7.6712,7.5054,7.6711,8.1069,8.2087,8.1428,8.5839,8.443,6.4677,5.936,5.9173,5.7911,5.7773,5.8378,5.8915,5.944,6.0967,6.4289,6.3066,6.2647,6.7717,7.5111,7.7284,7.7885,7.8882,7.4376,5.6503,5.7132,6.5385,7.3755,7.8477,8.139,8.2295,8.3803,8.2512,8.1241,7.999,7.8758,7.7545,7.6351,7.5175,7.4017,7.2738,7.1482,7.0247,6.9034,6.7841,6.6669,6.5517,6.4386,6.3274,6.2181,5.9687,5.4511,5.3437,5.3361,5.23,5.2976,5.3791,5.421,5.4922,5.5934,5.7182,5.868,6.0119,6.1593,6.3101,6.4646,6.6228,6.7846,6.9503,7.1197,7.293,7.4702,7.6513,7.8365,8.0257,8.219,8.4164,8.6181,8.8239,9.0339,9.2482,9.4668,9.6898,9.917,10.1487,10.3847,10.6251,10.8699,11.1191,11.3727,11.6307,11.8931,12.1598,12.431,12.7065,12.9863,13.2705,13.5589,13.8515,14.1483,14.4493,14.7544,15.0636,15.3767,15.6938,16.0148,16.3395,16.668,17.0001,17.3358,17.675,18.0176,18.3634,18.7125,19.0647,19.4198,19.7778,20.1387,20.5021,20.8682,21.2366,21.6073,21.9803,22.3552,22.7321,23.1108,23.4911,23.873,24.2562,24.6407,25.0263,25.4129
alb,Albania,0.839,0.8415,0.8439,0.8463,0.8487,0.8511,0.8536,0.856,0.8585,0.861,0.8634,0.8659,0.8684,0.8709,0.8734,0.8759,0.8784,0.8809,0.8834,0.886,0.8885,0.8911,0.8936,0.8962,0.8987,0.9013,0.9039,0.9065,0.9091,0.9117,0.9143,0.9169,0.9196,0.9222,0.9248,0.9275,0.9302,0.9328,0.9355,0.9382,0.9409,0.9436,0.9463,0.949,0.9517,0.9544,0.9572,0.9599,0.9627,0.9654,0.9682,0.971,0.9738,0.9766,0.9794,0.9822,0.985,0.9878,0.9907,0.9935,0.9963,0.9992,1.0021,1.0049,1.0078,1.0107,1.0136,1.0165,1.0194,1.0224,1.0253,1.0282,1.0312,1.0341,1.0371,1.0401,1.0431,1.046,1.049,1.0521,1.0551,1.0581,1.0611,1.0642,1.0672,1.0703,1.0734,1.0764,1.0795,1.0826,1.0857,1.0888,1.092,1.0951,1.0982,1.1014,1.1045,1.1077,1.1109,1.1141,1.1173,1.1205,1.1237,1.1269,1.1301,1.1334,1.1366,1.1399,1.1432,1.1464,1.1497,1.153,1.1563,1.1596,1.1942,1.2297,1.2663,1.304,1.3428,1.3827,1.4239,1.4662,1.5099,1.5548,1.6011,1.6487,1.6978,1.7483,1.8003,1.8539,1.9091,1.9659,2.0244,2.0846,2.1467,2.2106,2.2763,2.3441,2.4138,2.4857,2.5596,2.6274,2.697,2.7684,2.8418,2.917,2.9943,3.0735,3.1549,3.2385,3.3243,3.2919,3.2834,3.4085,3.4935,3.6716,3.6989,3.9217,4.085,4.2396,4.4412,4.4634,4.5961,4.7374,4.8835,5.0456,5.2179,5.4004,5.576,5.7467,5.9404,6.0945,6.2456,6.4335,6.47,6.5109,6.5586,6.6033,6.6671,6.7274,6.768,7.28,7.5871,7.7329,7.916,7.9096,8.2196,8.2234,8.2557,8.9102,8.4136,6.1306,5.7768,6.369,6.9307,7.8085,8.442,8.4728,8.5037,8.5347,8.5658,8.597,8.6283,8.9883,9.3633,9.7539,10.054,10.3633,10.6821,10.5407,10.4012,10.2635,10.1277,10.4545,10.7918,13.0307,23.9186,24.2862,25.7669,14.6318,14.8472,16.3295,17.3271,18.2172,19.1577,20.6178,22.0192,23.2649,24.4494,25.4654,26.2854,26.7829,27.2847,27.7907,28.3007,28.8146,29.3322,29.8533,30.3778,30.9055,31.4361,31.9697,32.5058,33.0444,33.5853,34.1283,34.6731,35.2196,35.7676,36.3169,36.8674,37.4187,37.9707,38.5232,39.0761,39.629,40.1819,40.7345,41.2866,41.8381,42.3887,42.9383,43.4867,44.0337,44.5791,45.1228,45.6646,46.2042,46.7417,47.2767,47.8091,48.3388,48.8657,49.3896,49.9103,50.4277,50.9417,51.4521,51.9589,52.4619,52.961,53.4561,53.9471,54.4339,54.9164,55.3945,55.8681,56.3372,56.8017,57.2615,57.7166,58.1668,58.6121,59.0526,59.488,59.9185,60.3439,60.7642,61.1794,61.5895,61.9944
and,Andorra,1.5746,1.5773,1.5799,1.5839,1.5865,1.5891,1.5917,1.5944,1.5983,1.601,1.6036,1.6062,1.6102,1.6128,1.6154,1.6181,1.622,1.6246,1.6273,1.6299,1.6338,1.6523,1.672,1.6917,1.7128,1.7325,1.7536,1.7746,1.7956,1.8167,1.8377,1.8601,1.8825,1.9048,1.9272,1.9496,1.9732,1.9969,2.0206,2.0443,2.0693,2.0929,2.1179,2.1429,2.1692,2.1942,2.2206,2.2469,2.2732,2.3008,2.3284,2.356,2.3837,2.4126,2.4402,2.4692,2.4994,2.5284,2.5586,2.5889,2.6205,2.6507,2.6823,2.7152,2.7467,2.7796,2.8125,2.8467,2.8796,2.9138,2.9493,2.9835,3.0191,3.0546,3.0914,3.1282,3.1651,3.2032,3.2414,3.2795,3.319,3.3585,3.3979,3.4387,3.4795,3.5203,3.5624,3.6044,3.6479,3.6913,3.7347,3.7794,3.8241,3.8702,3.9162,3.9623,4.0096,4.057,4.1057,4.1543,4.203,4.253,4.3043,4.3543,4.4069,4.4595,4.5121,4.5661,4.62,4.6753,4.7305,4.7871,4.8436,4.9015,4.9831,5.0673,5.1515,5.2383,5.3264,5.4159,5.5067,5.6014,5.6987,5.7974,5.8974,5.9986,6.1026,6.2078,6.3144,6.4235,6.5341,6.6459,6.7603,6.8774,6.9958,7.1168,7.2392,7.3628,7.4891,7.618,7.7496,7.9136,8.0815,8.2533,8.4276,8.6059,8.7881,8.9743,9.1646,9.359,9.5576,10.373,11.2596,12.2209,13.2647,14.3976,15.6274,16.9611,18.4096,19.9813,21.6876,23.5385,25.5488,27.7287,30.0961,32.6647,35.453,38.478,41.7614,45.3254,49.1925,49.1136,50.7066,52.2906,53.0572,51.4969,51.6233,51.7104,51.1691,49.8294,49.3857,47.6322,46.4418,45.4345,44.442,43.7301,43.4788,44.24,44.8667,45.4163,45.5447,43.9445,42.13,39.9385,40.0987,41.5222,43.5058,47.2127,48.4973,50.3931,52.0255,55.801,57.8239,60.7103,61.8754,63.2169,64.8356,64.2185,59.6267,56.3282,57.4141,59.5668,57.3029,56.4754,59.0337,61.1771,63.4404,62.2947,62.1065,62.2713,54.6593,58.4456,62.9583,63.6655,64.9431,66.3781,67.3347,67.9985,68.8474,69.6031,70.2622,70.5616,70.856,71.1456,71.4303,71.7102,71.9853,72.2558,72.5216,72.7827,73.0393,73.2914,73.539,73.7821,74.021,74.2555,74.4857,74.7117,74.9336,75.1514,75.3651,75.5749,75.7807,75.9826,76.1807,76.375,76.5656,76.7526,76.9359,77.1157,77.292,77.4648,77.6343,77.8004,77.9632,78.1228,78.2792,78.4325,78.5828,78.73,78.8742,79.0155,79.154,79.2896,79.4224,79.5526,79.68,79.8049,79.9271,80.0468,80.1641,80.2789,80.3913,80.5014,80.6091,80.7146,80.8179,80.9189,81.0179,81.1148,81.2096,81.3023,81.3932,81.482,81.569,81.6541,81.7374,81.8189,81.8986,81.9766,82.053
are,UAE,1.4255,1.4298,1.4355,1.4412,1.4469,1.4512,1.4569,1.4626,1.4683,1.4741,1.4798,1.4841,1.4898,1.4955,1.5012,1.5069,1.5126,1.5183,1.524,1.5298,1.5355,1.5412,1.5469,1.5526,1.5583,1.564,1.5698,1.5755,1.5826,1.5883,1.594,1.5997,1.6055,1.6126,1.6183,1.624,1.6297,1.6369,1.6426,1.6483,1.654,1.6612,1.6669,1.674,1.6797,1.6854,1.6926,1.6983,1.7054,1.7112,1.7183,1.724,1.7312,1.7369,1.744,1.7497,1.7569,1.7626,1.7697,1.7769,1.7826,1.7897,1.7969,1.8026,1.8097,1.8169,1.824,1.8297,1.8369,1.844,1.8511,1.8783,1.9054,1.9326,1.9611,1.9897,2.0197,2.0482,2.0782,2.1082,2.1397,2.1711,2.2025,2.2339,2.2668,2.2996,2.3339,2.3682,2.4025,2.4368,2.4725,2.5082,2.5453,2.5824,2.6196,2.6582,2.6967,2.7367,2.7767,2.8167,2.8581,2.8995,2.9424,2.9852,3.0281,3.0724,3.1166,3.1624,3.2095,3.2552,3.3038,3.3509,3.3995,3.4495,3.2823,3.1238,2.9738,2.8296,2.6924,2.8367,2.9881,3.1481,3.3152,3.2923,3.2695,3.2466,3.1752,3.1067,3.0395,2.8181,2.6139,2.4239,2.2482,2.0854,1.934,1.904,1.8754,1.8469,1.8183,1.7897,1.7626,1.7583,1.7551,1.75,1.746,1.7812,1.8171,1.8536,1.8907,1.9285,1.967,2.0044,2.0409,2.0797,2.1191,2.1592,2.1983,2.2397,2.5441,2.8891,3.2799,3.7106,4.1977,5.5273,9.5279,16.4196,28.2965,48.762,59.429,72.4261,82.8101,83.1676,82.6518,82.2015,87.5969,79.5724,80.0338,82.5816,71.5155,80.1563,92.1111,95.9896,87.414,82.212,82.7045,78.9631,61.8848,63.8665,56.687,64.4833,79.925,79.6653,80.8241,80.7736,85.2567,89.6675,91.7678,94.6126,90.5015,88.907,94.172,91.1722,89.1158,92.4061,96.3325,96.0616,98.3575,90.5908,83.5265,74.3155,73.5858,75.578,73.9697,74.6629,75.9233,77.2049,78.5081,79.8334,81.181,81.2197,77.5611,79.4669,81.1961,80.8539,80.8623,85.6673,91.2269,95.149,97.9154,99.2066,98.9387,98.8651,98.7933,98.7233,98.6549,98.5882,98.5231,98.4596,98.3975,98.337,98.2779,98.2203,98.164,98.1091,98.0555,98.0031,97.952,97.9022,97.8535,97.806,97.7596,97.7143,97.6701,97.6269,97.5848,97.5436,97.5035,97.4642,97.426,97.3886,97.3521,97.3164,97.2817,97.2477,97.2145,97.1821,97.1505,97.1196,97.0895,97.06,97.0313,97.0032,96.9758,96.949,96.9229,96.8973,96.8724,96.8481,96.8243,96.8011,96.7784,96.7562,96.7346,96.7135,96.6929,96.6727,96.6531,96.6338,96.6151,96.5968,96.5789,96.5614,96.5443,96.5276,96.5113,96.4954,96.4799,96.4647,96.4499,96.4354,96.4213
arg,Argentina,1.9287,1.9354,1.9422,1.949,1.9558,1.9626,1.9694,1.9763,1.9832,1.9901,1.997,2.004,2.011,2.018,2.025,2.0321,2.0392,2.0463,2.0534,2.0606,2.0678,2.0834,2.0991,2.115,2.131,2.1471,2.1633,2.1796,2.1961,2.2127,2.2294,2.2463,2.2632,2.2803,2.2975,2.3149,2.3324,2.35,2.3678,2.3857,2.4037,2.4218,2.4401,2.4586,2.4771,2.4958,2.5147,2.5337,2.5528,2.5721,2.5916,2.6124,2.6333,2.6545,2.6758,2.6973,2.7189,2.7408,2.7628,2.7849,2.8073,2.8299,2.8526,2.8755,2.8986,2.9219,2.9454,2.9691,2.9929,3.017,3.0412,3.1074,3.1751,3.2442,3.3148,3.387,3.3935,3.6651,3.4039,3.4623,3.3233,3.3025,4.0394,4.3838,4.5307,5.0739,4.9011,4.9921,5.4833,5.573,5.0051,4.7191,5.5249,5.7303,6.4568,6.9975,7.4289,5.8485,6.1618,7.0338,5.9564,5.9668,5.6289,6.1982,6.6102,7.2067,7.2886,7.1664,7.5758,7.6629,7.9176,7.7604,8.0879,7.8656,6.8402,6.7206,6.4035,5.7797,6.7284,6.8506,7.195,7.1911,7.5329,8.0749,8.4011,8.1191,8.2737,8.6104,8.8898,9.047,8.4518,7.6902,7.2964,7.5017,7.9657,8.1828,8.1048,8.5454,8.4362,8.5935,8.6208,8.9029,8.8472,8.6223,9.4261,8.952,9.5724,10.426,10.743,10.307,10.1678,10.3576,9.6038,9.8885,10.0703,10.5691,10.6442,10.9465,11.4128,10.5267,11.2364,11.7032,11.3947,10.8865,11.7138,12.5708,12.4281,12.561,12.931,13.8407,14.2091,14.5608,14.6678,15.1066,15.701,15.2901,14.9854,15.6242,14.7636,15.5241,15.4615,15.0667,14.8604,15.5392,15.9552,14.9364,16.0231,16.5182,16.4043,15.5458,15.558,16.8677,18.1298,19.341,20.2755,19.5157,20.4113,21.8738,22.5224,21.5768,21.2266,20.1247,17.7882,19.2083,20.7785,22.4351,24.0428,26.0011,26.8318,25.0194,27.3047,28.6375,28.0538,28.4448,27.4454,27.9013,27.0574,27.5759,26.634,25.9162,23.2375,25.5958,26.8879,26.3789,25.8359,27.7045,29.2968,30.4924,31.6793,32.5889,33.1918,33.7238,34.2575,34.7928,35.3294,35.8671,36.4058,36.9452,37.4852,38.0256,38.5661,39.1066,39.6469,40.1868,40.7261,41.2647,41.8023,42.3388,42.8739,43.4076,43.9397,44.4699,44.9981,45.5242,46.048,46.5693,47.088,47.6039,48.117,48.627,49.1338,49.6374,50.1375,50.6341,51.127,51.6161,52.1014,52.5826,53.0598,53.5328,54.0016,54.466,54.926,55.3815,55.8325,56.2788,56.7204,57.1573,57.5894,58.0167,58.439,58.8565,59.269,59.6764,60.0789,60.4764,60.8687,61.2561,61.6383,62.0154,62.3874,62.7544,63.1162,63.4729,63.8246,64.1712,64.5127,64.8491,65.1805,65.507,65.8284
arm,Armenia,1.2876,1.2909,1.2943,1.2978,1.3014,1.3052,1.309,1.313,1.3171,1.3213,1.3256,1.3325,1.337,1.3417,1.3465,1.3515,1.3566,1.3618,1.3671,1.3726,1.3782,1.3886,1.3992,1.4098,1.4206,1.4315,1.4425,1.4537,1.4649,1.4763,1.4878,1.5017,1.5135,1.5254,1.5374,1.5496,1.5619,1.5743,1.5869,1.5996,1.6125,1.6278,1.6409,1.6543,1.6678,1.6814,1.6952,1.7114,1.7255,1.7398,1.7543,1.7711,1.786,1.801,1.8162,1.8337,1.8493,1.8651,1.8811,1.8993,1.9157,1.9323,1.9511,1.9681,1.9853,2.0048,2.0225,2.0404,2.0605,2.0789,2.0994,2.1183,2.1374,2.1587,2.1782,2.2,2.2201,2.2424,2.2631,2.2859,2.3071,2.3305,2.3522,2.3762,2.3986,2.4231,2.3927,2.7465,2.6472,2.4684,2.4645,2.2605,2.483,2.8179,3.2131,2.9817,3.2924,3.2452,3.3377,3.5523,3.4819,3.5765,3.898,3.6368,4.0333,3.5772,3.4278,3.3014,3.6137,3.7609,4.0246,3.7247,4.0361,4.2501,4.0684,4.1961,4.0841,3.4195,2.8596,2.3973,2.2834,2.1771,2.3735,2.5847,2.8109,3.0611,3.3356,3.6346,3.9542,4.3079,4.5118,4.5592,4.4981,4.6734,5.1159,5.8567,6.2667,6.801,6.7943,7.0826,6.7993,6.6129,6.4331,6.2552,6.1527,6.0513,5.9509,6.6268,7.5004,8.2072,8.9051,8.8067,9.2339,9.4861,9.791,10.4524,11.2674,11.3089,11.9563,11.6236,12.5019,12.9097,12.9666,12.4011,13.7228,14.2286,14.6514,15.0326,15.6425,15.5982,16.5172,16.5906,16.3156,17.3001,16.9858,16.6773,16.3743,16.0769,15.7848,15.4981,15.2166,15.4722,15.7272,15.6498,15.9804,16.2836,15.9717,14.8831,13.9917,15.6656,14.2394,12.1278,7.0331,6.4567,6.8963,7.4098,7.7797,7.0797,6.4426,5.8629,5.715,5.5709,5.8437,6.006,7.4464,8.205,7.9199,8.822,9.017,8.0142,8.1821,8.3525,8.6527,8.9781,9.2083,9.8715,10.3922,10.1109,10.1083,9.0877,8.5898,8.9416,8.8647,8.8485,9.1568,9.8227,10.4882,11.0974,11.6973,12.2468,12.7354,12.9632,13.1924,13.4231,13.6552,13.8886,14.1231,14.3588,14.5956,14.8333,15.0718,15.3112,15.5513,15.792,16.0332,16.2748,16.5169,16.7592,17.0017,17.2443,17.4869,17.7294,17.9718,18.2139,18.4557,18.6971,18.9381,19.1784,19.4182,19.6572,19.8954,20.1327,20.3691,20.6045,20.8387,21.0719,21.3038,21.5344,21.7637,21.9916,22.218,22.4429,22.6662,22.8878,23.1078,23.3261,23.5426,23.7573,23.9701,24.181,24.39,24.597,24.802,25.0049,25.2058,25.4046,25.6013,25.7958,25.9881,26.1783,26.3662,26.552,26.7355,26.9167,27.0957,27.2724,27.4469,27.6191,27.7889,27.9565,28.1218
atg,Antigua and Barbuda,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9802,0.9802,0.9802,0.9802,0.9802,0.9802,0.9802,0.9802,0.9802,0.9814,0.9814,0.9814,0.9814,0.9814,0.9879,0.9944,1.0021,1.0086,1.0151,1.0215,1.0293,1.0358,1.0422,1.05,1.0564,1.0642,1.0707,1.0784,1.0862,1.0927,1.1004,1.1082,1.1159,1.1224,1.1302,1.1379,1.1457,1.1534,1.1612,1.1689,1.1767,1.1858,1.1935,1.2013,1.209,1.2181,1.2258,1.2336,1.2426,1.2504,1.2595,1.2672,1.2763,1.2853,1.2931,1.3021,1.3112,1.3202,1.3293,1.3383,1.3474,1.3564,1.3655,1.3745,1.3836,1.3926,1.403,1.412,1.4211,1.4314,1.4405,1.4508,1.4599,1.4702,1.4806,1.4896,1.5,1.5103,1.5207,1.531,1.5413,1.5517,1.562,1.5724,1.5827,1.5944,1.6047,1.6151,1.6267,1.637,1.6487,1.659,1.6707,1.6823,1.6939,1.7056,1.7159,1.7276,1.7392,1.7521,1.7638,1.7754,1.787,1.7987,1.8116,1.8232,1.8362,1.8814,1.928,1.9758,2.0237,2.0741,2.1245,2.1775,2.2306,2.2849,2.3418,2.3987,2.4568,2.5176,2.5797,2.6418,2.7064,2.7737,2.8409,2.9107,2.9818,3.0543,3.1292,3.2055,3.2831,3.3646,3.4461,3.5301,3.5869,3.6438,3.7021,3.7617,3.8212,3.882,3.944,4.007,4.07,4.1353,4.2015,4.2676,4.3358,4.4048,4.4747,4.5466,4.618,4.6925,4.7665,4.8423,4.9675,5.0947,5.2248,5.3588,5.4955,5.6358,5.7785,5.9247,6.0752,6.2279,6.5846,6.9842,7.5084,7.7045,7.2294,6.5323,6.956,7.1503,7.8746,8.368,9.2119,9.6157,10.5287,11.8881,13.231,15.0132,16.6207,18.2576,19.8776,21.0085,21.2784,21.1493,21.8259,22.803,21.344,22.2566,22.9656,23.5643,23.9846,25.033,23.4893,23.4039,24.5227,25.6284,26.9475,29.9637,32.2792,31.7738,27.5282,25.0072,24.23,24.7809,24.4071,24.7467,24.9177,25.7829,26.3362,27.9624,28.7111,23.1714,24.9287,27.0553,27.5707,28.6239,29.8914,30.9187,31.7585,32.5894,33.2729,33.7983,34.3328,34.8688,35.4061,35.9446,36.484,37.0241,37.5648,38.1058,38.647,39.1882,39.7291,40.2696,40.8096,41.3487,41.8869,42.424,42.9597,43.494,44.0266,44.5573,45.0861,45.6127,46.1369,46.6587,47.1779,47.6943,48.2078,48.7183,49.2255,49.7295,50.23,50.7269,51.2202,51.7097,52.1953,52.6769,53.1544,53.6278,54.0969,54.5616,55.0219,55.4777,55.9289,56.3755,56.8173,57.2545,57.6868,58.1143,58.5368,58.9545,59.3672,59.7748,60.1775,60.5751,60.9677,61.3551,61.7375,62.1148,62.487,62.854,63.216,63.5728,63.9246,64.2713,64.6129,64.9494,65.281,65.6075,65.929,66.2455
